,text,sonuc
1438,Duruma gore haber edeyım sabah,norm
1439,Duruyordu en son ama kimde bilmiyorum,norm
1440,Duru'yu görmen lazımdı,norm
1441,Duydum ben de,norm
1442,duyuru hemen geliyor artık,norm
1443,"DUYURU: BIRBIRINDEN FARKLI TISORT TASARIMLARI VE AKSESUARLAR 8,90TL DEN BASLAYAN FIYATLARLA SEKIZ.COM DA. ILETIYI VERITABANIMIZA KAYITLI OLDUGUNUZ ICIN ALDINIZ. MERSIS 0759048227300029. IPTAL ICIN SEKIZCOM yaz 3525 GONDER.Servis Saglayici:CODEC",spam
1444,"DUYURU: FIRSAT DEVAM EDIYOR. SEKIZ.COM DA TUM TISORTLER 19,90TL VEYA 24,90TL BUGUN SON GUN. DETAY http://goo.gl/Bu26o1 ILETIYI VERITABANIMIZA KAYITLI OLDUGUNUZ ICIN ALDINIZ. MERSIS 0759048227300029. IPTAL ICIN SEKIZCOM yaz 3525 GONDER.",spam
1445,"DUYURU: SEKIZ.COM DA KAMPANYA DEVAM EDIYOR.TUM TISORTLER 19,90TL VEYA 26,90TL. FIRSATI KACIRMAYIN. DETAY http://goo.gl/ph8Uew ILETIYI VERITABANIMIZA KAYITLI OLDUGUNUZ ICIN ALDINIZ. MERSIS 0759048227300029. IPTAL ICIN SEKIZCOM yaz 3525 GONDER.",spam
1446,DUYURU:BEKLENEN SPARTAN TASARIMI SEKIZ.COM DA. DETAY http://goo.gl/S6RQMa MERSIS 0759048227300029 BU ILETIYI VERITABANIMIZA KAYITLI OLDUGUNUZ ICIN ALDINIZ. IPTAL ICIN SEKIZCOM yaz 3525 GONDER.,spam
1447,Duyuru:Watsons Odulleri icin oylamalar basladi! Oylama ve hediyeler kazanmak icin: http://odul.watsons.com.tr Cikis:WTS yaz 3525e gonder.Mersis:0212037036400019,spam
1448,"DUZ VE DESENLI CIFT KISILIK PIKELER BU HAFTA 100 TL YERINE 29.90 TL, CIFT KISILIK CARSAF TAKIMLARI 107 TL YERINE 29.90 TL. MAGAZALARDA VE www.madamecoco.com",spam
1449,DUZELTME: Migros'ta sana ozel kampanyayla kirmizi et alisverisinde 10 TL degerinde Paracik kazan. Kampanya detay: http://goo.gl/tkI7LR SMS almak istemiyorsaniz RET HOPI yazip 3347'ye gonderin. Mersis No: 0335041279900014,spam
1450,Dün aksam baska bir sorun vardi bakamadim bu aksam bakabilirim ancak yapinca sana dönüş yaparim ,norm
1451,Dün biraz fazla kaçırmışız :),norm
1452,Dün burnuna bakıyor büyük diyor dedim benim burnum ufak sen kendine bak,norm
1453,"Dün fotoğraf işini hallettim o yüzden gidemedim, bugün de sınav komisyon günü bakalım öğle arası uğrayabilirsem ararım ",norm
1454,Dün uğuru aramışlar oda beni aradı ben disardaydim onur burda mi vs dedi bende gelicek olmadi bi ara sor dedim tmm demisti ama unutmus heralde,norm
1455,Dündu zeynepcim yaaa :):),norm
1456,Dünya Yildizlari simdi LiG TV'de Super Lig maclari 12ay %40 indirimle 49.00TL ücretsiz kurulum Firsati icin hemen arayin 02162100000 (iptal icin R 5830 gönder),spam
1457,Düşündüler herhalde Volkan'la baya şaşırdık bizde,norm
1458,"ebebek'ten Bayram Firsati! 27 Eylul'e kadar her 250 TL'ye 50 TL hediye ceki ebebek.com ve magazalarinda! (Mama, bez haric) http://bbk.im/enyakinmagaza",spam
1459,"Edius için de biraz kurcalayayım, biraz daha geliştirmem lazım kendimi her şeye yetişemiyorum :(",norm
1460,Eee babam ne dedi,norm
1461,Eee nasıl gidiyo herşey yolunda mı,norm
1462,Efor Ozdilekpark AVM acildi. Acilisa ozel 250TL alisverise 50TL indirim+Efor parfum hediye. Ozdilekpark AVM Levent Kanyon yani !,spam
1463,"EFSANE 3'LÜ GERI DÖNDÜ! Mugla Festiva Altinyildiz Classics'te Takim Elbise,Palto,Kaban ve Ceket'te ISTEDIGINIZ 3 ÜRÜN 1999TL yerine SADECE 699TL.Üstelik 50TL'ye varan Hediye Çeki firsati ile.Teklifleri almak istemiyorsaniz RET ALTINYILDIZ yazip 3347'ye gönderin.Mersis No:0187062871800019",spam
1464,EFSANE KAMPANYA GERI DONDU !  Mugla Festiva Altinyildiz Classics'te 2Takim Elbise+1Gomlek+1Kravat+1Kemer+1Corap seti 1699TL yerine SADECE 599TL.Ustelik Pesin fiyatina 5 Taksit ile.Teklifleri almak istemiyorsaniz RET ALTINYILDIZ yazip 3347'e gonderin. ,spam
1465,"Efsane kampanya geri dondu!Eski akilli telefonuzu getirip, son moda akilli telefonlara 1440TL'ye varan indirimlerle sahip olmaniz icin Cep Merkezine bekliyoruz!",spam
1466,Eger get ile hersey dahil 400 e yollaya bilirseniz yollayin,norm
1467,"EGITIM BIR-SEN uye ve yakinlarina IHTIYAC Uzaktan Egitim'den %30 INDIRIM! KPSS,ALES,YDS ve diger tum sinavlara evinizden hazirlanin,KAZANIN! 444 32 69 ue.com.tr",spam
1468,"EGITIM BIR-SEN uye ve yakinlarina IHTIYAC Uzaktan Egitim'den %30 INDIRIM! KPSS,YDS,ALES ve diger sinavlara evinizden hazirlanin. Bilgi Icin: 444 32 69 ue.com.tr",spam
1469,egitim kantindeyim kutuphaneye dogru geliyorum,norm
1470,"Egitimin yeni yildizi Mektebim Koleji, yeni kampüsleriyle büyümeye devam ediyor. Bilgi icin 444 30 95 www.mektebimkoleji.com",spam
1471,"Eglenceli, heyecanli ve surprizlerle dolu HIPER HIZ KULUBU'ne hos geldiniz. Ayrintili bilgi: 444 0 375",spam
1472,Eğer güzelse orası olsun,norm
1473,ehh. Sabah konya yolunda goruselim o zaman. Emir emirdir : ),norm
1474,Ekledim,norm
1475,Ekonomik Paket %100 Pamuklu Erkek ic Giyim Urunlerinde %40 INDIRIM Kampanyamiz Bugun Baslamistir (Bu mesaji almak istemiyorsaniz RET yaz 3347'e SMS gonder),spam
1476,Ekstra 1750 Mil Kazanmak cok kolay! 1-30 Haziran'da toplam 1600TL harcayin 1750Mil kazanin! HEDEF yazin 3340'a gonderin milesandsmiles.net/c9 Iletisim tercihlerinizi degistirmek icin: Paramatikler ve 08502220333,spam
1477,Ekstra 1750 Mil Kazanmak cok kolay! 30 Haziran'a kadar toplam 1054TL daha harcayin 1750Mil kazanin! HEDEF yazin 3340'a gonderin m.milesandsmiles.net/c9 Iletisim tercihlerinizi degistirmek icin:Paramatikler ve 08502220333,spam
1478,Ekstra 1750 Mil! 1-30 Eylul'de toplam 1000TL harcayin 1750Mil kazanin! HEDEF yazin 3340'a gonderin milesandsmiles.net/c2 Size ozel indirim ve kampanyalarimiz ile ilgili ucretsiz SMS almak istemiyorsaniz SMSIPTAL yazip 3342'ye gonderebilirsiniz. ,spam
1479,Ekstra 1750 Mil! 1-31 Ekim'de toplam 1000TL harcayin 1750Mil kazanin! HEDEF yazin 3340'a gonderin m.milesandsmiles.net/c Size ozel indirim ve kampanyalarimiz ile ilgili ucretsiz SMS almak istemiyorsaniz SMSIPTAL yazip 3342'ye  gonderebilirsiniz. ,spam
1480,Ekstra 1750 Mil! 2-30 Kasim'da toplam 950TL harcayin 1750 mil kazanin! HEDEF yazin 3340'a gonderin milesandsmiles.net/c5 Size ozel indirim ve kampanyalarimiz ile ilgili ucretsiz SMS almak istemiyorsaniz SMSIPTAL yazip 3342'ye gonderebilirsiniz. ,spam
1481,Ekstra 1750 Mil! 3-31 Agustos'ta toplam 1150TL harcayin 1750Mil kazanin! HEDEF yazin 3340'a gonderin milesandsmiles.net/c1 Size ozel indirim ve kampanyalarimiz ile ilgili ucretsiz SMS almak istemiyorsaniz IZINSIZ yazip 3342'ye gonderebilirsiniz. ,spam
1482,"Ekstra 20TL bonus! Paracard ile her 75TL ve uzeri alisverisinize ekstra 5TL bonus, toplamda 20TL bonus! HEMEN yazip 3340'a gonderin katilin. paracard.com.tr/r Iletisim tercihlerinizi degistirmek icin: Paramatikler ve 0850 222 0 333",spam
1483,"Ekstra 20TL bonus! Paracard ile her 75TL ve uzeri alisverisinize ekstra 5TL bonus, toplamda 20TL bonus! HEMEN yazip 3340'a gonderin katilin. paracard.com.tr/v Iletisim tercihlerinizi degistirmek icin: Paramatikler ve 0850 222 0 333",spam
1484,Ekstra ses sistemi de gerekir,norm
1485,El havlularını da bambu alırsan kirleneni hep birlikte yıkama rahatlığın olur,norm
1486,ELEK GIBI NEVRESIMLERDEN KURTULUN!YENI MODELLERIYLE TUM YASTIK KILIFLI NEVRESIMLER VE CARSAFLARDA BU HAFTA %50+%50 EKSTRA INDIRIM! MAGAZALARDA VE madamecoco.com,spam
1487,Elektrıkçi kapıcı bi de dolap takmaya,norm
1488,Eline sağlık güzel olmuş,norm
1489,"elmasepeti.com 10 yasinda! Dogum gunumuze ozel %90'a varan indirimler icin tiklayin, http://bit.ly/1CbN93C",spam
1490,Emekli buyuklerinize mujdeyi siz verin! Maasini emeklilerin ozel bankasi GARANTI'ye tasiyan emekliler CEYREK ALTIN kazaniyor! Bilgi icin: 02522117030,spam
1491,Eminin oldu sizin nerde falan diye :),norm
1492,"Emlak ve cevre temizlik verginizi odemeden once VERGI yazip 3340a gonderin,100TL ve uzeri odemeleriniz ucretsiz 3 taksite bolunsun! 30 Kasim son! bonus.com.tr Size ozel indirim ve kampanyalarimiz ile ilgili ucretsiz SMS almak istemiyorsaniz SMSIPTAL yazip 2244e gonderin",spam
1493,Emre Aydın konserine gelmek ister misin ayın 4ünde trende ben şimdi bize bilet alıyorum,norm
1494,"En azından kendine iyi bak,  ben yapamadım beceremedim diye söylemesini.",norm
1495,En azından yaşlı bakımdan hoca olması lazımdı.,norm
1496,En büyük idealin bu olsun,norm
1497,"En cazip lezzet, en avantajli fiyata! 14 Haziran tarihine kadar Internet veya Cep Subesi'ne giris yapin, dominos.com.tr'den Orta Boy Ince Cazip Pizza ve 1 Lt. Coca-Cola'yi %50 indirimle alin. Detayli bilgi icin http://goo.gl/3SttrI. Iletisim tercihleriniz",spam
1498,"En Guzel Sevgililer Gunu hediyesi HOTIC'te.Yeni canta, cuzdan kemer modelleri magazalarimizda.SMS iptal icin, HOTIC yazip 3172ye gonderin.Mersis0464001939500012",spam
1499,En Güzel Sevgililer Günü için 14 Şubat'a kadar %50'YE VARAN İNDİRİMLERİ kaçırmayın. Detay: bit.ly/gratismobilapp & gratis.com CK:GRATIS 3525 MK:0411035618800018,spam
1500,En heyecanlı yılbaşı hediyesi GoPro HERO aksiyon kamera sadece 495 TL! Üstelik şimdi SD kart hediyesiyle! http://bit.ly/1EBjNwD,spam
1501,En iyisi abi evde kafayi yiyorum hele ki su aralar sitresten lehim yapamiyorum yarin gelicem :) tesekkur ederim :)) ,norm
1502,En iyisi ben bir liste yapayım,norm
1503,En kısa sürede o iş tamam ;),norm
1504,En temizi sen bize güzel bir film öner,norm
1505,En Uzun Gecede En Uzun Menü! Mugla Festiva Altinyildiz  Classics'te 2Takim Elbise+Gömlek+Kravat+Kemer+Çorap seti 1699TL yerine SADECE 599TL.Teklifleri almak istemiyorsaniz RET ALTINYILDIZ yazip 3347'ye gönderin.Mersis No:0187062871800019,spam
1506,En uzunu oymuş zaten,norm
1507,"En yuksek oranlar, 10TL FREE,300TL ilk uye, casino bonuslari mybahiste, mesajtaki kod ile uye ol yeter! Kod: JZ74AB www.mybahis5.com sms iptal http://iptaled.in",spam
1508,En zor dönem bu dönemdi zaten diyeceğim ama hazırlık mıydı bu dönem yoksa,norm
1509,"Enerjik, güçlü ve çekici! Davidoff Cool Water EDT kadın ve erkek parfümü sadece 99,90 TL!http://bit.ly/1FWlWkK",spam
1510,"Enerjiniz de, eğlenceniz de bitmesin! Aksa AAP-3500 Benzinli Jeneratör 3kVA (4 Zamanlı Motor) 654,90 TL! Kaçırma! http://bit.ly/1vUiUtp",spam
1511,"English Home banyo paspas ve klozet setleri 24,99 TL'den baslayan fiyatlarla magazalarimizda!SMS almamak icin RET yazip 4909'a gonderin.Mersis:0326026979700012",spam
1512,English Home Bebek ve Cocuk urunleri %50 indirimle magazalarimizda ve englishhome.com.tr'de!SMS almamak icin RET yazip 4909'a gonderin.Mersis:0326026979700012,spam
1513,English Home kaz tuyu yastik ve yorganlar %50 indirimle magazalarimizda sizi bekliyor! SMS almamak icin RET yazip 4909'a gonderin.Mersis:0326026979700012,spam
1514,"English Home Wellsoft TV battaniyeleri 19,99TL'lik indirimli fiyatlariyla tum magazalarimizda!SMS almamak icin RET yazip 4909'a gonderin.Mersis:0326026979700012",spam
1515,"English Home yastik ve yorganlar %50 indirimle 7,99 ve 34,99TL'den baslayan fiyatlarla sizinle!SMS almamak icin RET yazip 4909'a gonderinMersis:0326026979700012",spam
1516,"English Home'da yumusacik battaniyeler 19,99TL'den baslayan fiyatlarla sizleri bekliyor. SMS almamak icin RET yazip 4909'a gonderin.Mersis:0326026979700012",spam
1517,Eniste biletleri almayin. Tarih yarin belli olcak.insallah,norm
1518,Eniste ne yapion kizzz obceden bilet Almam lazim da 12-16 ağustosta mugkada mi olursunuz bodrumami yoksa izmire mi ucak bileti alayım ,norm
1519,Enistemmmm canim enistem Allah razi olsun....,norm
1520,Enişte beyler iyi mi kıymetini biliyor mu,norm
1521,Enişte evde mi,norm
1522,Enişteyle :) Tamam güzelim,norm
1523,Enteresan bilgilerde yaziyor,norm
1524,ERDAL BEY GÖRÜŞMEM LAZIM MÜSAİT OLUNCA,norm
1525,ERDAL BEY MESAJI DUYMADINIZMI.,norm
1526,Erdem günaydın bugün veri madenciliği dersi yokmuş hüseyin hoca mesaj atmış haber vereyim dedim iyi günler ;),norm
1527,"Eren Perakende'nin geleneksel Lacoste, Burberry, Nautica, SuperStep, Gant, G-Star ve SuperKids seri sonu satislari basladi.  Harita ve bilgi: http://bit.ly/1NQNVb9 SMS iptali icin EREN RET yazin 7889'a gonderin. Mersis No: 0343033351300019 Mobildev",spam
1528,"Erkeklere ozel 2 gomlek 99TL, 2 basic tisort 39TL ve daha fazlasi Mavi magazalarinda & mavi.com'da. Yeni indirimleri kacirma! SMS almak istemiyorsan MAVI yaz 3525'e gonder. Mersis: 13327743669639998",spam
1529,"Erken Gelen Bayram Kredisi firsatlari devam ediyor!Cazip faiz oranlari ile kredi icin aralarinda bosluk birakarak "" BAYRAM, TC Kimlik No, Gelir Bilgisi, Talep Edilen Tutar"" yazip 3452'ye SMS gonderin, firsati kacirmayin!444 0 400 Halkbank Dialog",spam
1530,"Erken Gelen Bayram Kredisi Halkbank'ta! Cazip faiz oranlari ile ihtiyac kredisi icin aralarinda bosluk birakarak "" BAYRAM, TC Kimlik No, Gelir Bilgisi, Talep Edilen Tutar"" yazip 3452'ye SMS gonderin, firsati kacirmayin! Bilgi icin 4440400 Halkbank Dialog",spam
1531,Erken olsaydı daha uygundu fiyatlar?,norm
1532,"Erken rezervasyon basladi! Simdi alin, %50ye varan indirimi kacirmayin https://goo.gl/Yjes9H SMS iptal icin BVL RED yazip 5830a ücretsiz gönderin",spam
1533,ERKEN REZERVASYON DENiZE SIFIR DIDIM AKBUK BEGONVILLE OTELIMIZDE 4 GECE 5 GUN HD. KISI BASI TOPLAM 219TL 0-12 YAS COCUK FREE 02522220625 WWW.HOTELBEGONVILLE.COM,spam
1534,Erken rezervasyon döneminde son gün! %50ye varan indirimlere ek siz bavul.com üyemize özel %10 indirim icin kodunuz: SM2704Q Son gün bugün http://goo.gl/srxw56,spam
1535,Erken Rezervasyon otellerinde 1000TL ve üzeri alisverislerde gecerli 150TL degerinde indirim kodunuz:EB23YE SMS iptal icin BVL RED yazip 5830a ücretsiz gönderin,spam
1536,"Erken Rezervasyon otellerinde son gün! 1000 TL üzerine 100, 2500 TL üzerine 250 TL indirim saglayan kodunuz: SJP4MT SMS red icin BVL yaz 4609a ücretsiz gönder",spam
1537,ERKEN REZERVASYON SiDE DiAMOND BEACH RESORT HERSEY DAHiL KiSi BASI 4 GECE 5 GUN 499 TL'DEN BASLAYAN FiYATLAR + 6 TAKSiTLE 02429010703 www.oteldiamondbeach.com,spam
1538,Erken rezervasyonda bugün son! Size özel 1000TL üzeri alisveriste 100TL indirim kodunuz: B64EBS https://goo.gl/kMd72P SMS red icin BVL yaz 4609a ücretsiz gönder,spam
1539,Erken Rezervasyonda son gün Pazartesi! 1000TL üzeri konaklamanizda 100TL indirim kodunuz:BHEB25 https://goo.gl/n3AxwQ SMS red icin BVL yaz 4609a ücretsiz gönder,spam
1540,Erken Rezervasyonda SON! Bodrumda Hersey Dahil 5 Gun 4 Gece Cift Kisi Tatil 599 TL. www.AegeanGardenHotel.com 0252 988 01 99 Sms iptali icin http://iptal.co/Ki7,spam
1541,Ertelersek güzel olur,norm
1542,"ESKIMIS NEVRESIMLERE VEDA!BU HAFTA %100 PAMUK RANFORCE NEVRESIM TAKIMLARI TEK K 49.9TL,CIFT K 59.9TL!IPTAL:5830A MC YAZ/MERSIS:0273065777400019 madamecoco.com",spam
1543,Esnaflar hep Karaköy'e ve Bakırköy'e taşınmış galiba  Beşiktaş şu aralar çok canlı ama Kadıköy'ün tadı hiçbir yerde yok,norm
1544,Esnek Indirim Kampanyan 06.01.2016 00:00 tarihinde sona erecektir. Sonrasinda mevcut tarifen ile kullanima devam edebilir ve avantajli kampanyalarimiz hakkinda bilgi almak icin Vodafone Cep Merkezlerimize ugrayabilirsin.,spam
1545,"Esnek tarifemdeki internetim bitti diye uzulme! Sadece 10TLye 2GB ekstra internetle tarifeni esnetmek icin hemen ESNET 2GB yaz 7000e gonder, tarifen yenilenene kadar kafana gore internette takil! Iletisim tercihlerini degistirmek icin IPTAL yaz 5203'e gonder.",spam
1546,Esra yürüyese devam. Halasini karsilasin yegenim,norm
1547,ESSE Aciliyor... Acilisa ozel % 70e varan indirimlerle ESSE 13. Subat Cuma Molacity AVMde aciliyor!!! Firsati Yakalayin!!! Molacity AVM - Buyuk Kipa Yani,spam
1548,Eşim İİBF de anladım,norm
1549,Eşimin tez jüriligi vardı onun için geldik,norm
1550,"ETIKETIN YARISI sizden, yarisi bizden! Simdi tum DERIMOD magazalarinda sezonun en moda deri ceket ve ayakkabilari % 50 indirimli..",spam
1551,"ETKINLIK: BU HAFTA SONU EZBER BOZUYORUZ! YENI FIAT EGEA ile tanisma ve test surusu firsati, zengin ikramlar ve HEDIYELERLE dolu lansmanimiza davetlisiniz. 21 Kasim-22 Kasim 10.00-17.00 (DENiZLi: 02582513334  FETHiYE: 02526468800 - BODRUM: 02523630033) Izinli veri tabanimizda kayitli bulunmaktasiniz. SMS istemiyorsaniz YON RET Yazip 7889'a Gonderiniz yada linke tiklayiniz. http://izin.manisali.com.tr/oo/fjseq MERSiS: 0983030514700011 (Ronesans Mobil)",spam
1552,"Etkinlik: Murat Dalkilic ve Tuvana Turkay ""Bizans Oyunlari"" filminin 18.00'de yapilacak soylesisi ve 18.45'te yapilacak ozel gosterimi icin 21 Ocak Persembe gunu Optimum'a geliyor! Bilgi:02322738383 Cikmak icin IZMIROPTIMUM yazip 3525'e gonderin.",spam
1553,etkinlikleri kapatabilir misin  duyuru ekraninda o sonradan geldi  onda bi sorun olabilir,norm
1554,"Ev eglencesinin keyfini Samsung 40H5570 Smart Led TV ile cikarin. Dahili uydu alici, Wifi, 2 yil Samsung TR Garantisi ve ucretsiz kargo ile 1389TL! n11.com/led",spam
1555,Ev için mi,norm
1556,"Ev islerinizi Arzum Ev Aletleri ile kolaylastirin! 3 Mayis tarihine kadar Internet veya Cep Subesi'ne giris yapin, arzum.com.tr'den yapacaginiz alisverislerde gecerli %35 indirim kazanin. Detaylar icin tiklayin. http://goo.gl/5sM7eU",spam
1557,Ev kendinin olmayınca insan bişey yapamıyor buralarda,norm
1558,Ev yeni oldugu icin temizlik vs kolay oluyor adamlar temiz calismislar genel olarak gerek olursa soylerim tmm :),norm
1559,"e-Vadeli'de %11,50'ye varan kampanya faizlerini kacirmayin! Siz de para cekseniz bile vadesi bozulmayan e-Vadeli hesap acin kampanyalardan faydalanin. Mevcut kampanyalari incelemek icin: goo.gl/c7MDEA. ",spam
1560,"e-Vadeli'de %12,00'ye varan Hos Geldin faizlerini kacirmayin! Sizin de son 1 aydir vadeli mevduatiniz olmadi ise 10 Bin TL - 1 Milyon TL tutar araliginda acacaginiz e-Vadeli hesap ile %12,00'ye varan faizlerden faydalanabilirsiniz. Detayli bilgi: goo.gl/R",spam
1561,Evde kornis yoktu bu hafta sonu taktirdim simdi perdelere bakmaya başladım  siz nasıl perde soruyordunuz bi kutunun icinde iki adet büyük tül var bide güneşlik vs var,norm
1562,Evden cikmadan formda kalin! Altis Spr kosu bandi sadece 3 gun icin 789 TL! Ustelik Kargo Ucretsiz + Mekik Aleti ve Termal Kemer Hediye. n11.com/Altis,spam
1563,Evdeyim öyle uzandim. Dinlenemedim ist den geldigimden beri bi kırgınlık var üzerimde öle dinleniyorum işte,norm
1564,evdeyiz selamlar,norm
1565,Eve geldim şimdi,norm
1566,"Eve internet alirken secim karmasasina son.Limitsiz ADSL ayda 49,90TL!Ustelik 5TL'ye 2kat hiz firsatiyla!Hemen arayin:08502520542. Iletisim tercihlerinizi degistirmek icin IPTAL yazip 5203e gonderebilirsiniz.",spam
1567,Eve karar verebildiniz mi bir gelişme var mi,norm
1568,Evet,norm
1569,Evet :) ,norm
1570,Evet 20gb boş yer var,norm
1571,Evet 55 kiloyum şimdi,norm
1572,Evet acil ama ordan çözebileceğin bir şey değil geldiğinde konuşalım,norm
1573,Evet babasına vericekmis oda gonderdim bende birikmis olanı,norm
1574,Evet baktım sıkıntı yok,norm
1575,Evet ben de iki tane gördüm,norm
1576,Evet bilerek yapmıştım onlardan haber bekliyordum açmak için ,norm
1577,evet birkac kisi daha donus yaptı,norm
1578,Evet bisikletr gidicrm bugün,norm
1579,Evet bisiler yiyoruz birazdan çıkıcaz sen naptn??,norm
1580,Evet burdaki gala yemeğide bazi seyleri iptal ettiler kısıtlı oldu eğlence,norm
1581,Evet canım 15 geçe servis kalkıyor,norm
1582,Evet çok güzel,norm
1583,Evet dantelliri bende az kullandım attım çoğunu hiç açmadım,norm
1584,Evet en son 61'ş gördüm ama nefes alamıyordum,norm
1585,Evet evet,norm
1586,Evet evet ;) ,norm
1587,Evet evet yeni eve hazırlık yapıyorum,norm
1588,"Evet evet, bekliyorum",norm
1589,Evet Gökhan lar ne zmaan gelirmiş,norm
1590,Evet güzelim geldim :) Almanya'dan ablam geldi bütün aile toplaştık özlemişim iyi geldi.,norm
1591,Evet güzelim yarın akşam oradayız,norm
1592,Evet istiyorlar. Fazla kişi kalmasın diye,norm
1593,Evet izlemiştik onu sen Ali Atay'ım filmine mi gittin? Film nasıldı?,norm
1594,Evet kimileri onları banyo kapılarının üzerine atıyor süs niyetine,norm
1595,Evet Memo izliyom,norm
1596,evet musaitim,norm
1597,Evet odur o zamn ;),norm
1598,Evet onlardan kalan herlde :) at gitsin:),norm
1599,Evet öyleymiş Özledim seni,norm
1600,Evet sonunda tatil işini hallettik. Ne yaptınız?,norm
1601,Evet şekerim bende beğenmiştim,norm
1602,Evet ya programla ilgiliymiş sıkıntı Windows media sorunsuz açtı,norm
1603,"Evet ya, 1-2 kilo daha gitse iyi olur",norm
1604,Evet yarın canlı yayın olacakmış sabahtan bakarım o işe,norm
1605,Evet yârim dönüyoruz,norm
1606,Evet yoldayız ;),norm
1607,Evet Yunus C.tesi çıkıcaz yola P.tesi babm dönecek,norm
1608,Evet Yunus saçımı kestirdim de duştaydım yeni gördüm siz naptınız nerdesinz?,norm
1609,"EVINIZI RENKLENDIRECEK TUM BANYO, MUTFAK VE YATAK ODASI HALILARI VE PASPASLARINDA %50+%50 INDIRIM! (CIKIS:5830A MC) MERSIS0273064836200012 madamecoco.com",spam
1610,Evimde o misafirhanenin hemen arkası,norm
1611,Evinin fotoğraflarını göndersene,norm
1612,"Evinin ustasi, bu firsat tam senlik! Profesyonel seri urunlerinden Bosch kirici al, ayni seriden Bosch akulu vidalama aleti senin olsun! http://bit.ly/1CxA8Pw",spam
1613,"Eviniz siz gelmeden isinsin, ustelik faturanizda %30 tasarruf saglasin. Cepten yonetilen, kablosuz Cosa Akilli Kombi Kiti sadece 249TL! n11.com/kombi-kiti",spam
1614,Eviniz şimdiden hayırlı olsun,norm
1615,"Eviniz ve esyalariniz riskte mi? http://goo.gl/ZxzKJ6 linkinden ankete katilin ve ogrenin, 50 TL Hepsiburada hediye ceki kazanan 100 kisiden biri olun! Generali",spam
1616,Evinizin is yerinizin boyasi ve isciligi 1. kalite malzeme ile 999 tl DECOR YAPI dan dev kampanya 4440119 taksit imkaniyla www.decoryapi.com ,spam
1617,evrak sistemiyle alakali bi sorunu varmis,norm
1618,evt canim yarın tapuya gidecez kismetse,norm
1619,"Evt kardesim bende odada, istersen odadan aldirabilirsin",norm
1620,Eylem napıon??,norm
1621,Eyvallah :),norm
1622,Eyvallah ;),norm
1623,Eyvallah iyi oldu yarın bi sahaya cikayim :),norm
1624,Eyw sanada ;),norm
1625,"Eyw. ,)",norm
1626,Eyw. Abi. Sagolasin. Allaha şükür kolayladık. Anne baba öğlen gibi gittiler. Bizde bir iki işi halledip 9 gibi cikicaz inş. :),norm
1627,Eyw. Çok teşekkürler Sağolasın herşey için. Bu zorlu günlerimiz de hep iş bitiricimiz oldun. Allah razı olsun. Güzel kalbin gibi güzel olan dileklerin için de çok teşekkürler. :) Tüm güzel dileklerin misli misli senin ve ailenin yanında olsun inş. ,norm
1628,F.Bahce-L.Moskova maci hangi kanalda? Onemli maclarin yayin programi 10 gun UCRETSIZ cebine gelsin. http://live.vodafone.com.tr/abonelik?service_id=7070133 Iletisim tercihlerinizi degistirmek icin IPTAL yazip 5203e gonderebilirsiniz.,spam
1629,"Fabrika'da en buyuk kelebek indirimi! Sadece 3 gun, tum kadin urunlerinde %50+%40 indirim icin magazalarimiza bekliyoruz.Keyifli alisverisler.",spam
1630,Fabrika'nin yaz sezonuyla ilk siz tanisin istedik. 400 TL'lik alisverisinize aninda %25 indirim veya Hopi'lilere %35 paracik icin magazalarimiza bekliyoruz. Keyifli alisverisler. Detayli bilgi icin 4443662. ,spam
1631,"Facebook hesabinizdan Vodafone Self Servis'i kullanin, hem ucretsiz SMS gonderin, hem de kalan dakika, SMS, internet detaylarinizi kolayca ogrenin!",spam
1632,Facebooookkkk :)),norm
1633,Faceden indirebilir miyiz,norm
1634,"FAIZSIZ, UCRETSIZ, 3 Taksitli Nakit Avans icin Son 15 Gun! 31 Marta kadar 1.500 TL harcayin, yararlanin! Nakit bosluk kartin son 6 hanesini 3404e gonderin!",spam
1635,"FAIZSIZ, UCRETSIZ, 3 Taksitli Nakit Avans icin Son 15 Gun! 31 Mart'a kadar 1.500 TL harcayin, yararlanin! Nakit bosluk kartin son 6 hanesini 3404'e gonderin!",spam
1636,"Fairy bulaşık deterjanı (100 kapsül + 960ml deterjan) kargo dahil 49,99 TL. Üstelik 150 TL ve üzeri alışverişinize 20 TL indirim fırsatı http://bit.ly/fairyGG",spam
1637,Faiz ve vade farki odemeden Ev ya da Otomobil sahibi olmak ister misiniz? Bu ay 887 aileyi Ev sahibi yaptik. Simdi sira sizde! 444 36 46,spam
1638,"Faizsiz ve masrafsiz olarak alisverislerde kullanabileceginiz HARCLIK AVANS limitiniz 350,00 TL ye yukseltilmistir. Keyifli alisverisler dileriz.",spam
1639,FARK ALMIYORUZ!! Fizik Tedavi polikliniklerimizde muayene ucret farki almiyoruz. Randevu 4447686 Sms iptali icin ROMATEM yaz 5306ya gonder. Mer0735053756300026,spam
1640,Fark edemedim,norm
1641,Farketmez bana aklima gelmiyor,norm
1642,Farketmez isterseniz yemekten sonra çılabilirim,norm
1643,Farkindayim butun net gitti :),norm
1644,Fatma kim,norm
